start	end	text	speaker	confidence	source
00:25:51.894	00:25:53.074	Come on baby!		0.7381	whisper
00:25:53.954	00:25:56.254	Come on! Come on son!		0.7818	whisper
00:25:58.134	00:25:59.414	He was doing it.		0.7818	whisper
00:25:59.634	00:26:00.014	Was he?		0.7818	whisper
00:26:00.294	00:26:02.194	Mm-hmm. He moved forward a couple times.		0.7818	whisper
00:26:03.414	00:26:05.754	And moved his hands too? Or just rock?		0.7818	whisper
00:26:05.854	00:26:06.634	No, he moved.		0.7818	whisper
00:26:07.894	00:26:08.834	He crawled.		0.7818	whisper
00:26:09.554	00:26:12.194	But of course you're not going to do it now that we have a camera out are ya?		0.8172	whisper
00:26:14.874	00:26:15.234	Hi!		0.8172	whisper
00:26:15.834	00:26:17.714	Are you going to do it tomorrow for Mother's Day?		0.8172	whisper
00:26:20.514	00:26:22.974	Are you going to do it tomorrow for Mother's Day maybe?		0.8172	whisper
00:26:24.154	00:26:26.754	And Grandma and Grandpa and Nana can see?		0.8172	whisper
00:26:27.614	00:26:27.974	Maybe?		0.8172	whisper
00:26:29.094	00:26:29.534	Nope.		0.7559	whisper
00:26:29.734	00:26:30.434	You're going to roll over.		0.7559	whisper
00:26:30.734	00:26:31.794	Well we've seen that.		0.7559	whisper
00:26:34.374	00:26:34.814	Ryan!		0.7559	whisper
00:26:36.654	00:26:37.414	Come on son!		0.7559	whisper
00:26:38.014	00:26:38.654	Come on!		0.7559	whisper
00:26:40.574	00:26:41.134	Come on!		0.7559	whisper
00:26:41.254	00:26:41.314	Come on buddy!		0.7559	whisper
00:26:42.594	00:26:43.634	Oh come on, don't roll.		0.7559	whisper
00:26:43.894	00:26:44.674	No, don't roll!		0.7559	whisper
00:26:44.674	00:26:44.714	No!		0.5113	whisper
00:26:44.734	00:26:44.754	No!		0.5113	whisper
00:27:09.891	00:27:11.391	Now don't eat it.		0.5674	whisper
00:27:11.971	00:27:13.891	Well, I eat everything grandpa.		0.5674	whisper
00:27:34.631	00:27:37.171	He told me he's gonna teach him how to play the drums yet.		0.7363	whisper
00:27:38.471	00:27:39.691	Even without a drum.		0.7363	whisper
00:27:58.871	00:28:00.651	Who's just fascinated by him?		0.6747	whisper
00:28:01.151	00:28:03.851	I'm just so glad he didn't get the dancing words.		0.6747	whisper
00:28:04.151	00:28:04.671	I know.		0.6747	whisper
00:28:08.251	00:28:11.791	My grandfather had ears, but he looked like he was crying.		0.6747	whisper
00:28:12.111	00:28:19.691	He was very tall and he was looking, he was a little split out.		0.6747	whisper
00:28:19.691	00:28:21.391	Yeah, I like that.		0.5842	whisper
00:28:21.571	00:28:30.971	And one of the differences is that the second cousin once we moved has a spoon in the back.		0.5842	whisper
00:28:34.851	00:28:37.131	He has the dancing words.		0.5842	whisper
00:28:37.351	00:28:38.971	Okay, let's get that over there.		0.5842	whisper
00:28:39.411	00:28:40.011	What's the thing?		0.5842	whisper
00:28:50.993	00:28:52.373	Oh bless you.		0.4537	whisper
00:28:54.173	00:28:56.113	Oh bless you.		0.4537	whisper
00:29:00.953	00:29:01.673	Hello.		0.4537	whisper
00:29:02.413	00:29:02.913	Hello.		0.4537	whisper
00:29:08.393	00:29:09.113	Huh?		0.4537	whisper
00:29:11.293	00:29:13.233	I didn't look at your glasses.		0.4537	whisper
00:29:14.013	00:29:15.033	Oh, okay.		0.4537	whisper
00:29:16.153	00:29:17.313	Do you want to see through those?		0.4537	whisper
00:29:17.573	00:29:17.873	I didn't look at your glasses.		0.4537	whisper
00:29:17.953	00:29:17.973	Oh, okay.		0.4537	whisper
00:29:19.593	00:29:20.613	Oh, no.		0.6567	whisper
00:29:22.853	00:29:24.133	He wants to play with them.		0.6567	whisper
00:29:24.333	00:29:25.153	Yes, yes.		0.6567	whisper
00:29:25.153	00:29:26.153	When I see them, great.		0.6567	whisper
00:29:26.813	00:29:27.473	Yes, they will.		0.6567	whisper
00:29:28.093	00:29:29.393	I've answered that for you.		0.6567	whisper
00:29:29.493	00:29:29.873	They will.		0.6567	whisper
00:29:31.513	00:29:32.233	Come here.		0.6567	whisper
00:29:44.393	00:29:45.293	Can I have gloves?		0.6567	whisper
00:29:49.473	00:29:51.313	Give Nana a kiss.		0.7209	whisper
00:29:51.413	00:29:53.413	Give Nana a kiss.		0.7209	whisper
00:29:54.353	00:29:56.053	Give Nana a kiss.		0.7209	whisper
00:29:56.053	00:29:57.173	Give Nana a kiss.		0.7209	whisper
00:29:57.373	00:29:57.453	Nana a kiss.		0.7209	whisper
00:29:57.593	00:29:58.913	He knows what that is.		0.7209	whisper
00:29:59.153	00:29:59.873	He does.		0.7209	whisper
00:30:00.113	00:30:00.393	Oh, yeah.		0.7209	whisper
00:30:00.413	00:30:01.733	He knows what that is, yeah.		0.7209	whisper
00:30:02.613	00:30:03.813	Yes, you have.		0.7209	whisper
00:30:06.313	00:30:06.953	Yeah.		0.7209	whisper
00:30:08.013	00:30:08.393	What?		0.7209	whisper
00:30:09.073	00:30:09.833	Oh, God.		0.7209	whisper
00:30:14.233	00:30:14.953	Oh, God.		0.6717	whisper
00:30:15.853	00:30:16.573	Oh, God.		0.6717	whisper
00:30:17.293	00:30:17.773	Oh, God.		0.6717	whisper
00:30:18.493	00:30:18.553	Oh, God.		0.6717	whisper
00:30:18.733	00:30:19.073	Oh, God.		0.6717	whisper
00:30:19.353	00:30:19.613	Oh, God.		0.6717	whisper
00:30:19.613	00:30:19.633	Oh, God.		0.6717	whisper
00:30:19.633	00:30:19.813	Oh, there we go.		0.6717	whisper
00:30:19.893	00:30:20.753	Press the button, babe.		0.6717	whisper
00:30:21.133	00:30:22.193	There, the red lights on.		0.6717	whisper
00:30:23.173	00:30:24.233	What are you doing?		0.6717	whisper
00:30:25.973	00:30:26.853	What are you doing?		0.7411	whisper
00:30:29.973	00:30:31.093	What is it?		0.7411	whisper
00:30:31.773	00:30:32.773	What is it?		0.7411	whisper
00:30:32.873	00:30:33.733	What is it?		0.7411	whisper
00:30:33.973	00:30:34.273	What is it, sweetheart?		0.7411	whisper
00:30:35.213	00:30:35.453	What?		0.7411	whisper
00:30:38.473	00:30:38.833	What?		0.7411	whisper
00:30:38.833	00:30:38.873	What?		0.7411	whisper
00:30:39.513	00:30:41.533	Yeah, Mommy has that silly thing out again.		0.7411	whisper
00:30:41.653	00:30:42.773	Yeah, give it the tongue.		0.7411	whisper
00:30:43.853	00:30:45.353	Give it the tongue there, Ryan.		0.7411	whisper
00:30:45.353	00:30:45.373	...		0.1468	whisper
00:30:45.373	00:30:45.413	Hehe.		0.1468	whisper
00:30:45.413	00:30:45.433	Bye-bye.		0.1468	whisper
00:30:45.553	00:30:45.613	Bye-bye.		0.1468	whisper
