start	end	text	speaker	confidence	source
00:25:18.834	00:25:20.114	Quit looking at the camera.		0.6805	whisper
00:25:21.354	00:25:22.354	Hi camera!		0.6805	whisper
00:25:25.494	00:25:26.314	Come on!		0.7381	whisper
00:25:27.134	00:25:28.254	Hi Ryan!		0.7381	whisper
00:25:28.914	00:25:30.194	Okay now you crawl.		0.7381	whisper
00:25:30.534	00:25:30.894	Come on!		0.7381	whisper
00:25:34.494	00:25:35.934	You were doing it just a minute ago.		0.7381	whisper
00:25:36.434	00:25:39.274	Come on Ryan! Come and get me Ryan!		0.7381	whisper
00:25:40.214	00:25:41.414	Well come on!		0.7381	whisper
00:25:43.194	00:25:45.254	I know what's that thing up to mommy's eye huh?		0.7381	whisper
00:25:46.254	00:25:47.594	Big old contraption.		0.7381	whisper
00:25:48.994	00:25:49.574	Come on!		0.7381	whisper
00:25:51.894	00:25:53.074	Come on baby!		0.7381	whisper
00:25:53.954	00:25:56.254	Come on! Come on son!		0.7818	whisper
00:25:58.134	00:25:59.414	He was doing it.		0.7818	whisper
00:25:59.634	00:26:00.014	Was he?		0.7818	whisper
00:26:00.294	00:26:02.194	Mm-hmm. He moved forward a couple times.		0.7818	whisper
00:26:03.414	00:26:05.754	And moved his hands too? Or just rock?		0.7818	whisper
00:26:05.854	00:26:06.634	No, he moved.		0.7818	whisper
00:26:07.894	00:26:08.834	He crawled.		0.7818	whisper
00:26:09.554	00:26:12.194	But of course you're not going to do it now that we have a camera out are ya?		0.8172	whisper
00:26:14.874	00:26:15.234	Hi!		0.8172	whisper
00:26:15.834	00:26:17.714	Are you going to do it tomorrow for Mother's Day?		0.8172	whisper
00:26:20.514	00:26:22.974	Are you going to do it tomorrow for Mother's Day maybe?		0.8172	whisper
00:26:24.154	00:26:26.754	And Grandma and Grandpa and Nana can see?		0.8172	whisper
00:26:27.614	00:26:27.974	Maybe?		0.8172	whisper
00:26:29.094	00:26:29.534	Nope.		0.7559	whisper
00:26:29.734	00:26:30.434	You're going to roll over.		0.7559	whisper
00:26:30.734	00:26:31.794	Well we've seen that.		0.7559	whisper
00:26:34.374	00:26:34.814	Ryan!		0.7559	whisper
00:26:36.654	00:26:37.414	Come on son!		0.7559	whisper
00:26:38.014	00:26:38.654	Come on!		0.7559	whisper
00:26:40.574	00:26:41.134	Come on!		0.7559	whisper
00:26:41.254	00:26:41.314	Come on buddy!		0.7559	whisper
00:26:42.594	00:26:43.634	Oh come on, don't roll.		0.7559	whisper
00:26:43.894	00:26:44.674	No, don't roll!		0.7559	whisper
00:26:44.674	00:26:44.714	No!		0.5113	whisper
00:26:44.734	00:26:44.754	No!		0.5113	whisper
00:26:59.071	00:27:00.751	Now don't eat it.		0.4753	whisper
00:27:01.131	00:27:03.211	I eat everything grandpa.		0.4753	whisper
00:27:23.911	00:27:26.491	He told me he's going to teach him how to play the drums yet.		0.7538	whisper
00:27:27.751	00:27:28.971	Even without a drum.		0.7538	whisper
00:27:48.291	00:27:49.951	He's just fascinated by him.		0.7538	whisper
00:27:49.951	00:27:53.091	I'm just so glad that you didn't get the dancing words.		0.6168	whisper
00:27:53.391	00:27:53.991	I know.		0.6168	whisper
00:27:54.811	00:27:55.391	We can do that.		0.6168	whisper
00:27:57.551	00:28:01.091	My grandfather had ears, but he looked like he was crying.		0.6168	whisper
00:28:03.011	00:28:09.071	He was very tall and he was looking, he was a little stripped out.		0.6168	whisper
00:28:09.671	00:28:10.691	I like that.		0.6168	whisper
00:28:10.691	00:28:15.431	And one of the businesses, I think,		0.5502	whisper
00:28:15.431	00:28:19.791	the second cousin once he moved has ears.		0.5502	whisper
00:28:23.291	00:28:26.411	He has the dancing ears.		0.5502	whisper
00:28:26.411	00:28:28.251	Okay, let's get that over there.		0.6142	whisper
00:28:28.551	00:28:29.371	What's the thing?		0.6142	whisper
00:28:40.291	00:28:41.651	Oh, bless you.		0.6142	whisper
00:28:41.651	00:28:42.191	Thank you.		0.7324	whisper
00:28:43.491	00:28:43.651	Bye.		0.7324	whisper
00:28:44.651	00:28:44.711	Bye.		0.7324	whisper
00:28:45.411	00:28:46.131	Bye.		0.7324	whisper
00:28:57.373	00:28:57.893	Huh?		0.7239	whisper
00:29:00.293	00:29:03.833	I need to look at your glasses. Oh, okay.		0.7239	whisper
00:29:04.873	00:29:06.033	Do you want to see through those?		0.7239	whisper
00:29:08.393	00:29:09.393	Oh, no?		0.7239	whisper
00:29:11.573	00:29:16.273	He wants to clear them. Yes, we just want to see if they'll break. Yes, they will.		0.7239	whisper
00:29:16.273	00:29:18.693	I've answered that for you. They will.		0.8297	whisper
00:29:20.153	00:29:21.033	Come here.		0.8297	whisper
00:29:33.013	00:29:34.093	Can I have gloves?		0.8297	whisper
00:29:35.573	00:29:40.113	Huh? Give Nana a kiss.		0.8297	whisper
00:29:40.253	00:29:42.113	Give Nana a kiss.		0.8297	whisper
00:29:44.953	00:29:47.733	He knows what that is.		0.7389	whisper
00:29:47.893	00:29:49.213	He knows what that is.		0.7389	whisper
00:29:49.213	00:29:50.273	He knows what that is.		0.7389	whisper
00:29:51.013	00:29:52.573	Yes, you have.		0.7389	whisper
00:29:54.953	00:29:55.773	Yes, you have.		0.7389	whisper
00:29:56.893	00:29:57.193	What?		0.7389	whisper
00:29:57.993	00:29:58.633	Oh, God.		0.7389	whisper
00:30:02.133	00:30:02.593	Yes, you have.		0.6775	whisper
00:30:05.033	00:30:06.233	Yes, you have.		0.6775	whisper
00:30:06.233	00:30:06.653	Yes, you have.		0.6775	whisper
00:30:07.473	00:30:08.053	Yes, you have.		0.6775	whisper
00:30:08.053	00:30:08.633	Yes, you have.		0.6775	whisper
00:30:08.633	00:30:09.573	Press the button, babe.		0.6775	whisper
00:30:09.933	00:30:10.993	There, the red lights on.		0.6775	whisper
00:30:11.973	00:30:13.433	What are you doing?		0.6775	whisper
00:30:14.733	00:30:15.653	What are you doing?		0.8206	whisper
00:30:18.733	00:30:19.973	What is it?		0.8206	whisper
00:30:20.533	00:30:21.573	What is it?		0.8206	whisper
00:30:21.613	00:30:23.053	What is it, sweetheart?		0.8206	whisper
00:30:23.473	00:30:23.493	Huh?		0.8206	whisper
00:30:24.033	00:30:24.273	What?		0.8206	whisper
00:30:24.693	00:30:25.033	What?		0.8206	whisper
00:30:28.173	00:30:30.353	Yeah, Mommy has that silly thing out again.		0.8206	whisper
00:30:30.453	00:30:31.573	Yeah, give it the tongue.		0.8206	whisper
00:30:32.613	00:30:34.193	Give it a tongue there, Ryan.		0.8206	whisper
00:30:37.773	00:30:40.573	Nopectious.		0.0083	whisper
00:30:40.573	00:30:41.193	ett largelyvilizing crying		0.0083	whisper
00:30:44.913	00:30:45.113	shocking		0.019	whisper
